"","j_hidp","j_qfhigh_dv"
"8303",347282818,11
"8304",345032018,13
"8305",345038818,1
"8306",347418818,2
"8307",347752018,13
"8308",347799618,14
"8309",347459618,96
"8310",346575618,2
"8311",346800018,1
"8312",347758818,1
"8313",347935618,13
"8314",347350818,3
"8315",346589218,-8
"8316",346596018,-8
"8317",346609618,-8
"8318",346616418,96
"8319",346616418,96
"8320",346630018,96
"8321",346630018,96
"8322",346636818,-8
"8323",346636818,-8
"8324",346643618,96
"8325",346643618,96
"8326",346643618,10
"8327",346650418,-8
"8328",346650418,3
"8329",346657218,-8
"8330",346664018,-8
"8331",346664018,-8
"8332",346670818,-8
"8333",346670818,7
"8334",346677618,1
"8335",346691218,-8
"8336",346691218,96
"8337",346711618,-8
"8338",346725218,14
"8339",346725218,-8
"8340",346725218,3
"8341",346738818,-8
"8342",346738818,-8
"8343",346745618,-8
"8344",346745618,-8
"8345",346745618,96
"8346",346752418,-8
"8347",346752418,-8
"8348",346759218,96
"8349",346766018,96
"8350",346766018,96
"8351",346772818,-8
"8352",346772818,96
"8353",346779618,-8
"8354",346786418,-8
"8355",346793218,-8
"8356",346800018,-8
"8357",346813618,-8
"8358",346820418,-8
"8359",346820418,-8
"8360",346840818,96
"8361",346840818,-8
"8362",346847618,-8
"8363",346847618,-8
"8364",346854418,-8
"8365",346868018,-8
"8366",346868018,96
"8367",346868018,13
"8368",346874818,-8
"8369",346874818,-8
"8370",346881618,-8
"8371",346881618,-8
"8372",346895218,-8
"8373",346902018,96
"8374",346908818,-8
"8375",346908818,-8
"8376",346915618,1
"8377",346915618,96
"8378",346915618,13
"8379",346922418,-8
"8380",346942818,96
"8381",346949618,96
"8382",346949618,-8
"8383",346956418,2
"8384",346970018,-8
"8385",346970018,-8
"8386",346983618,-8
"8387",346976818,96
"8388",346983618,96
"8389",346983618,13
"8390",346990418,-8
"8391",347004018,-8
"8392",347004018,96
"8393",347004018,10
"8394",347017618,-8
"8395",347364418,96
"8396",347364418,-8
"8397",347024418,-8
"8398",347038018,96
"8399",347038018,-8
"8400",347038018,96
"8401",347044818,-8
"8402",347044818,96
"8403",347051618,96
"8404",347051618,15
"8405",347058418,-8
"8406",347058418,-8
"8407",347065218,-8
"8408",347092418,-8
"8409",347099218,-8
"8410",347099218,-8
"8411",347106018,-8
"8412",347112818,-8
"8413",347126418,-8
"8414",347126418,96
"8415",347140018,-8
"8416",347153618,-8
"8417",347160418,-8
"8418",347160418,-8
"8419",347167218,-8
"8420",347167218,96
"8421",347174018,-8
"8422",347174018,96
"8423",347180818,96
"8424",347187618,-8
"8425",347201218,-8
"8426",347201218,-8
"8427",347201898,11
"8428",347208018,-8
"8429",347208018,-8
"8430",347214818,96
"8431",347221618,-8
"8432",347242018,-8
"8433",347255618,1
"8434",347262418,96
"8435",347282818,5
"8436",347289618,-8
"8437",347289618,5
"8438",347296418,96
"8439",347296418,7
"8440",347310018,2
"8441",347316818,96
"8442",347316818,15
"8443",347323618,-8
"8444",347330418,96
"8445",347337218,96
"8446",347344018,-8
"8447",347344018,96
"8448",347344018,7
"8449",347350818,3
"8450",347357618,-8
"8451",347364418,3
"8452",347378018,96
"8453",347384818,-8
"8454",347384818,1
"8455",347391618,96
"8456",347391618,5
"8457",347398418,96
"8458",347405218,-8
"8459",347412018,1
"8460",347412018,1
"8461",347418818,-8
"8462",347425618,-8
"8463",347432418,96
"8464",347452818,-8
"8465",347459618,-8
"8466",347466418,-8
"8467",347466418,-8
"8468",347473218,-8
"8469",347473218,7
"8470",347473218,7
"8471",347486818,-8
"8472",347493618,-8
"8473",347500418,-8
"8474",347507218,-8
"8475",347507218,-8
"8476",347514018,13
"8477",347520818,-8
"8478",347520818,13
"8479",347534418,-8
"8480",347548018,-8
"8481",347548018,-8
"8482",347554818,-8
"8483",347561618,-8
"8484",347561618,-8
"8485",347561618,13
"8486",347561618,10
"8487",347575218,-8
"8488",347582018,-8
"8489",347588818,96
"8490",347602418,-8
"8491",347602418,96
"8492",347602418,2
"8493",347602418,7
"8494",347616018,-8
"8495",347616018,-8
"8496",347629618,13
"8497",347643218,-8
"8498",347643218,13
"8499",347650018,4
"8500",347650018,-8
"8501",347650018,13
"8502",347656818,-8
"8503",416234818,7
"8504",347656818,13
"8505",347663618,-8
"8506",347663618,-8
"8507",347670418,-8
"8508",347670418,96
"8509",347677218,-8
"8510",347690818,-8
"8511",347690818,-8
"8512",347697618,-8
"8513",347697618,16
"8514",347697618,96
"8515",347704418,-8
"8516",347711218,-8
"8517",347718018,-8
"8518",347724818,-8
"8519",347724818,7
"8520",347731618,-8
"8521",347731618,-8
"8522",347738418,2
"8523",347738418,7
"8524",347745218,-8
"8525",347752018,-8
"8526",347752018,7
"8527",347758818,96
"8528",347765618,-8
"8529",347786018,-8
"8530",347792818,96
"8531",347799618,-8
"8532",347799618,96
"8533",347806418,5
"8534",347813218,-8
"8535",347826818,-8
"8536",347826818,96
"8537",347833618,96
"8538",347840418,-8
"8539",347847218,-8
"8540",347854018,-8
"8541",347860818,-8
"8542",347860818,-8
"8543",347867618,-8
"8544",347867618,-8
"8545",347867618,1
"8546",347874418,-8
"8547",347881218,-8
"8548",347894818,-8
"8549",347894818,-8
"8550",347901618,96
"8551",347901618,96
"8552",347901618,7
"8553",347915218,-8
"8554",347928818,96
"8555",347935618,96
"8556",347935618,13
"8557",345501218,11
"8558",345882018,3
"8559",345895618,2
"8560",346235618,2
"8561",346487218,16
"8562",346609618,13
"8563",347085618,1
"8564",347092418,1
"8565",347840418,13
"8566",408013618,13
"8567",408020418,96
"8568",408027218,7
"8569",408034018,13
"8570",408034018,96
"8571",408047618,7
"8572",408047618,2
"8573",408054418,13
"8574",408054418,13
"8575",408061218,1
"8576",413181618,-8
"8577",408068018,96
"8578",408074818,13
"8579",408102018,13
"8580",408095218,2
"8581",408108818,2
"8582",408115618,13
"8583",408115618,7
"8584",408122418,14
"8585",408122418,2
"8586",408129218,2
"8587",408129218,3
"8588",408142818,13
"8589",408136018,2
"8590",408129218,2
"8591",408034018,2
"8592",408156418,96
"8593",408156418,5
"8594",408163218,2
"8595",408163218,13
"8596",408170018,13
"8597",408176818,13
"8598",408183618,3
"8599",408183618,1
"8600",408190418,14
"8601",408190418,96
"8602",413195218,-8
"8603",413195218,-8
"8604",413202018,2
"8605",408197218,96
"8606",413208818,-8
"8607",408204018,14
"8608",408210818,96
"8609",408210818,96
"8610",408224418,96
"8611",408244818,14
"8612",408244818,14
"8613",413215618,-8
"8614",408251618,13
"8615",408251618,2
"8616",408272018,13
"8617",408265218,5
"8618",408265218,7
"8619",408278818,2
"8620",408278818,2
"8621",408285618,7
"8622",408292418,13
"8623",408293098,13
"8624",408306018,96
"8625",408312818,4
"8626",408312818,2
"8627",408319618,3
"8628",408319618,13
"8629",408319618,2
"8630",408319618,13
"8631",408319618,8
"8632",408326418,13
"8633",408326418,13
"8634",408333218,7
"8635",408333218,96
"8636",408346818,96
"8637",408346818,13
"8638",408353618,96
"8639",408367218,7
"8640",408380818,2
"8641",408374018,13
"8642",408374018,13
"8643",408387618,13
"8644",408394418,7
"8645",408414818,96
"8646",408421618,7
"8647",408428418,13
"8648",408428418,3
"8649",408442018,13
"8650",408442018,13
"8651",408448818,13
"8652",408448818,2
"8653",408448818,10
"8654",408448818,7
"8655",408136018,1
"8656",408455618,2
"8657",408455618,2
"8658",408469218,4
"8659",408476018,96
"8660",408476018,12
"8661",408482818,3
"8662",408489618,13
"8663",408503218,1
"8664",408503898,3
"8665",408510018,2
"8666",408516818,2
"8667",408516818,2
"8668",408523618,2
"8669",408142818,13
"8670",408530418,16
"8671",408530418,13
"8672",408537218,2
"8673",408537218,2
"8674",408544018,7
"8675",408544018,4
"8676",408571218,7
"8677",408571218,1
"8678",408578018,16
"8679",413222418,-8
"8680",408578018,1
"8681",408584818,1
"8682",408584818,13
"8683",408591618,5
"8684",408598418,1
"8685",408605218,2
"8686",408605218,5
"8687",408605218,1
"8688",408605218,13
"8689",408605218,13
"8690",408612018,2
"8691",408618818,13
"8692",408632418,3
"8693",408639218,13
"8694",408639218,10
"8695",408646018,7
"8696",408646018,13
"8697",408646018,13
"8698",408659618,2
"8699",408659618,13
"8700",413229218,-8
"8701",413229218,-8
"8702",408666418,96
"8703",408666418,13
"8704",408673218,96
"8705",408680018,96
"8706",408686818,13
"8707",408686818,5
"8708",408693618,13
"8709",408700418,7
"8710",408707218,7
"8711",408714018,1
"8712",408727618,13
"8713",408734418,2
"8714",408741218,5
"8715",408748018,1
"8716",408761618,2
"8717",408754818,2
"8718",413236018,-8
"8719",413242818,-8
"8720",413242818,-8
"8721",408775218,7
"8722",413249618,-8
"8723",413249618,-8
"8724",408782018,2
"8725",413256418,1
"8726",408788818,13
"8727",408788818,96
"8728",413263218,-8
"8729",413270018,-8
"8730",408802418,96
"8731",408802418,96
"8732",408802418,13
"8733",408809218,13
"8734",413276818,-8
"8735",413283618,-8
"8736",413290418,96
"8737",408816018,13
"8738",413290418,-8
"8739",408816018,3
"8740",413290418,-8
"8741",413290418,13
"8742",408822818,13
"8743",408822818,2
"8744",408829618,2
"8745",408829618,13
"8746",408836418,7
"8747",408843218,6
"8748",408863618,13
"8749",408863618,2
"8750",408870418,7
"8751",408870418,2
"8752",408877218,96
"8753",408877218,96
"8754",408890818,7
"8755",408890818,3
"8756",408897618,7
"8757",408924818,2
"8758",408924818,2
"8759",408931618,4
"8760",408931618,1
"8761",408931618,10
"8762",408931618,7
"8763",408945218,13
"8764",408945218,16
"8765",408952018,13
"8766",408952018,13
"8767",408958818,5
"8768",408958818,16
"8769",408965618,13
"8770",408965618,2
"8771",408972418,2
"8772",413304018,-8
"8773",413297218,7
"8774",408979218,2
"8775",408979218,2
"8776",408999618,96
"8777",409013218,2
"8778",409020018,96
"8779",409020018,2
"8780",409026818,2
"8781",409026818,2
"8782",409033618,96
"8783",409033618,96
"8784",409040418,3
"8785",409040418,2
"8786",409040418,13
"8787",409040418,96
"8788",409054018,13
"8789",409067618,7
"8790",409060818,13
"8791",409074418,96
"8792",409074418,96
"8793",409081218,96
"8794",409088018,2
"8795",409088018,2
"8796",409094818,13
"8797",409094818,13
"8798",409101618,13
"8799",409101618,14
"8800",409101618,3
"8801",409101618,96
"8802",409101618,96
"8803",409108418,96
"8804",409115218,4
"8805",409115218,2
"8806",409115218,2
"8807",409115218,10
"8808",409122018,96
"8809",409122018,3
"8810",409128818,96
"8811",409135618,13
"8812",409142418,96
"8813",409135618,13
"8814",409156018,13
"8815",409156018,13
"8816",409169618,13
"8817",409183218,14
"8818",409183218,96
"8819",409190018,2
"8820",409196818,14
"8821",409196818,13
"8822",409203618,13
"8823",409217218,13
"8824",409217218,96
"8825",409217218,13
"8826",409217218,13
"8827",409237618,13
"8828",409244418,96
"8829",409251218,13
"8830",409244418,96
"8831",409258018,96
"8832",409258018,96
"8833",409264818,96
"8834",409271618,96
"8835",409271618,2
"8836",409278418,3
"8837",409278418,13
"8838",409278418,2
"8839",409292018,1
"8840",409292018,96
"8841",409298818,96
"8842",409298818,96
"8843",409305618,16
"8844",413317618,-8
"8845",413317618,-8
"8846",409312418,2
"8847",409312418,13
"8848",409319218,13
"8849",409326018,13
"8850",409326018,4
"8851",409332818,1
"8852",409332818,2
"8853",409346418,7
"8854",409346418,14
"8855",409360018,1
"8856",409366818,96
"8857",409366818,96
"8858",409373618,96
"8859",409373618,16
"8860",409387218,13
"8861",409387218,96
"8862",409394018,13
"8863",409407618,13
"8864",413324418,-8
"8865",409414418,96
"8866",409428018,96
"8867",409434818,2
"8868",413331218,-8
"8869",409441618,2
"8870",409441618,3
"8871",409448418,2
"8872",409448418,13
"8873",413338018,-8
"8874",409455218,3
"8875",409462018,13
"8876",409468818,5
"8877",409468818,13
"8878",409482418,2
"8879",409482418,16
"8880",416554418,-8
"8881",413344818,-8
"8882",413344818,96
"8883",409489218,2
"8884",409489218,2
"8885",409496018,13
"8886",413351618,-8
"8887",409496018,7
"8888",413351618,96
"8889",409496018,13
"8890",409496018,96
"8891",413358418,-8
"8892",409502818,96
"8893",409502818,96
"8894",409516418,13
"8895",409516418,96
"8896",409516418,96
"8897",409523218,15
"8898",409523218,96
"8899",409530018,3
"8900",409530018,14
"8901",409530018,10
"8902",409530018,7
"8903",409536818,2
"8904",409543618,14
"8905",409543618,14
"8906",409550418,96
"8907",409557218,10
"8908",409557218,96
"8909",409557218,14
"8910",409557218,13
"8911",409564018,15
"8912",409570818,96
"8913",409577618,96
"8914",409584418,4
"8915",409591218,13
"8916",409598018,2
"8917",409598018,1
"8918",409604818,3
"8919",409604818,16
"8920",409604818,10
"8921",409611618,96
"8922",409618418,16
"8923",409618418,1
"8924",409625218,96
"8925",409625218,96
"8926",409645618,13
"8927",409659218,13
"8928",409666018,13
"8929",409686418,96
"8930",409686418,7
"8931",409693218,7
"8932",409693218,2
"8933",409706818,2
"8934",409713618,1
"8935",409720418,2
"8936",409720418,2
"8937",409727218,96
"8938",409740818,1
"8939",409740818,3
"8940",409747618,2
"8941",409754418,5
"8942",409768018,3
"8943",409774818,13
"8944",409781618,96
"8945",409781618,2
"8946",409788418,7
"8947",409795218,2
"8948",409795218,14
"8949",409802018,2
"8950",409802018,2
"8951",408408018,2
"8952",409808818,96
"8953",409815618,96
"8954",409822418,1
"8955",409829218,14
"8956",409829218,96
"8957",409829218,7
"8958",409836018,4
"8959",409836018,2
"8960",409842818,1
"8961",409842818,1
"8962",409849618,13
"8963",409856418,1
"8964",409863218,2
"8965",409870018,1
"8966",409870018,4
"8967",409883618,2
"8968",413365218,96
"8969",409890418,2
"8970",413365218,-8
"8971",409890418,13
"8972",413378818,2
"8973",413372018,3
"8974",413365218,13
"8975",409897218,7
"8976",409897218,3
"8977",409904018,2
"8978",409904018,13
"8979",409910818,96
"8980",409924418,5
"8981",409931218,7
"8982",409931218,13
"8983",409938018,96
"8984",409938018,96
"8985",409944818,4
"8986",409951618,2
"8987",409951618,2
"8988",413385618,-8
"8989",409958418,13
"8990",409958418,13
"8991",409972018,2
"8992",409978818,14
"8993",409978818,14
"8994",409999218,1
"8995",409999218,7
"8996",409999218,3
"8997",413406018,-8
"8998",413412818,-8
"8999",413412818,-8
"9000",413412818,96
"9001",413419618,-8
"9002",410006018,1
"9003",410006018,4
"9004",410012818,5
"9005",410012818,2
"9006",410019618,13
"9007",410026418,3
"9008",410046818,96
"9009",410046818,13
"9010",410060418,2
"9011",410060418,5
"9012",410060418,10
"9013",410067218,13
"9014",410080818,13
"9015",410087618,14
"9016",410087618,13
"9017",410094418,13
"9018",410094418,14
"9019",410101218,4
"9020",410108018,96
"9021",410108018,96
"9022",410114818,2
"9023",410121618,13
"9024",410135218,2
"9025",410135218,13
"9026",410142018,2
"9027",410148818,1
"9028",410148818,13
"9029",413426418,-8
"9030",413433218,-8
"9031",413433218,-8
"9032",410155618,96
"9033",413440018,-8
"9034",410155618,96
"9035",413446818,-8
"9036",410162418,14
"9037",410169218,96
"9038",410169218,2
"9039",410169218,13
"9040",408346818,96
"9041",410182818,2
"9042",410182818,2
"9043",410189618,3
"9044",410196418,4
"9045",410210018,2
"9046",410210018,1
"9047",410210698,2
"9048",410210018,2
"9049",410210018,7
"9050",413453618,-8
"9051",413460418,-8
"9052",413460418,-8
"9053",410216818,7
"9054",410223618,2
"9055",410223618,96
"9056",410230418,3
"9057",410237218,7
"9058",410237218,1
"9059",410244018,1
"9060",410257618,2
"9061",410257618,2
"9062",410264418,2
"9063",410264418,3
"9064",410271218,7
"9065",410271218,13
"9066",410278018,2
"9067",410278018,13
"9068",410284818,2
"9069",410291618,2
"9070",410291618,2
"9071",410298418,1
"9072",410312018,4
"9073",410325618,1
"9074",410332418,96
"9075",410339218,13
"9076",410346018,13
"9077",410346018,13
"9078",410352818,96
"9079",410359618,3
"9080",410366418,13
"9081",410366418,14
"9082",410366418,13
"9083",410373218,13
"9084",410380018,13
"9085",410386818,13
"9086",410386818,15
"9087",410393618,96
"9088",410400418,-8
"9089",410400418,14
"9090",410400418,-8
"9091",410407218,13
"9092",413467218,-8
"9093",413467218,-8
"9094",413474018,-8
"9095",413480818,-8
"9096",410414018,96
"9097",413487618,-8
"9098",413494418,-8
"9099",413494418,-8
"9100",413501218,2
"9101",410420818,14
"9102",410420818,96
"9103",410427618,96
"9104",413514818,-8
"9105",408537218,2
"9106",410434418,13
"9107",410441218,96
"9108",410448018,3
"9109",410454818,14
"9110",410454818,3
"9111",410461618,2
"9112",410468418,2
"9113",410475218,1
"9114",410475218,2
"9115",410482018,13
"9116",410488818,96
"9117",410495618,3
"9118",410502418,96
"9119",410516018,2
"9120",410536418,5
"9121",410536418,3
"9122",410550018,13
"9123",410543218,3
"9124",410543218,96
"9125",410556818,1
"9126",410563618,2
"9127",410570418,2
"9128",410577218,3
"9129",410577218,2
"9130",410577218,2
"9131",410577218,5
"9132",410584018,1
"9133",410584018,13
"9134",410590818,7
"9135",410597618,13
"9136",410604418,13
"9137",410604418,13
"9138",410611218,96
"9139",410611218,96
"9140",410618018,13
"9141",410618018,3
"9142",410618698,13
"9143",408591618,3
"9144",410624818,96
"9145",410638418,1
"9146",410638418,10
"9147",410638418,7
"9148",413528418,-8
"9149",413535218,96
"9150",413542018,96
"9151",413542018,-8
"9152",410645218,96
"9153",410645218,96
"9154",410652018,2
"9155",410658818,1
"9156",410658818,1
"9157",410665618,2
"9158",410679218,13
"9159",410692818,96
"9160",410699618,7
"9161",410699618,13
"9162",410706418,13
"9163",410706418,3
"9164",410706418,16
"9165",410706418,96
"9166",410706418,13
"9167",410706418,96
"9168",410713218,2
"9169",410713218,1
"9170",410720018,14
"9171",410733618,5
"9172",410733618,96
"9173",410747218,1
"9174",410747218,2
"9175",410767618,1
"9176",410774418,1
"9177",410781218,3
"9178",410781218,1
"9179",410788018,96
"9180",413569218,-8
"9181",413569218,96
"9182",413576018,-8
"9183",410794818,1
"9184",410794818,2
"9185",410801618,7
"9186",410801618,7
"9187",410808418,13
"9188",413582818,-8
"9189",413582818,-8
"9190",410822018,7
"9191",410822018,13
"9192",413589618,-8
"9193",410828818,96
"9194",413589618,-8
"9195",410828818,14
"9196",408510018,2
"9197",408863618,96
"9198",413596418,-8
"9199",413596418,96
"9200",413603218,-8
"9201",413603218,-8
"9202",410842418,7
"9203",410842418,96
"9204",410849218,96
"9205",410856018,1
"9206",410862818,2
"9207",410862818,7
"9208",410869618,13
"9209",410869618,1
"9210",410876418,13
"9211",410883218,3
"9212",410883218,7
"9213",410890018,1
"9214",410896818,2
"9215",410910418,2
"9216",410910418,3
"9217",410917218,96
"9218",410924018,14
"9219",410924018,13
"9220",410930818,13
"9221",410930818,13
"9222",410931498,2
"9223",410930818,2
"9224",410937618,1
"9225",410937618,1
"9226",410951218,96
"9227",410958018,1
"9228",410958018,1
"9229",410958018,3
"9230",410964818,2
"9231",410978418,2
"9232",410985218,2
"9233",410992018,2
"9234",410992018,2
"9235",410998818,1
"9236",410998818,2
"9237",411005618,2
"9238",411019218,3
"9239",411026698,7
"9240",411032818,2
"9241",411039618,13
"9242",411039618,13
"9243",411053218,2
"9244",411060018,2
"9245",411066818,13
"9246",411060018,13
"9247",411080418,96
"9248",411087218,7
"9249",411087218,16
"9250",411094018,13
"9251",411100818,2
"9252",411100818,2
"9253",411107618,10
"9254",411121218,13
"9255",411121218,16
"9256",411134818,13
"9257",411134818,96
"9258",411134818,3
"9259",411134818,96
"9260",411141618,1
"9261",411141618,5
"9262",411162018,13
"9263",411155218,2
"9264",411155218,13
"9265",411168818,96
"9266",411168818,96
"9267",413610018,-8
"9268",411182418,13
"9269",411189218,7
"9270",411189218,10
"9271",411196018,10
"9272",411202818,2
"9273",411202818,96
"9274",411209618,13
"9275",411216418,2
"9276",411216418,2
"9277",411230018,3
"9278",411230018,16
"9279",411236818,16
"9280",411243618,2
"9281",411243618,2
"9282",411250418,13
"9283",411257218,13
"9284",411257218,14
"9285",411257218,3
"9286",411264018,7
"9287",411270818,1
"9288",411277618,7
"9289",411284418,14
"9290",411284418,13
"9291",411284418,13
"9292",411291218,13
"9293",411298018,13
"9294",411304818,96
"9295",411311618,7
"9296",411311618,2
"9297",411325218,96
"9298",411332018,15
"9299",411332018,96
"9300",411345618,7
"9301",411366018,1
"9302",411379618,2
"9303",411379618,7
"9304",411393218,1
"9305",408761618,2
"9306",411400018,3
"9307",411413618,13
"9308",411420418,13
"9309",411434018,96
"9310",411434018,13
"9311",411440818,96
"9312",411440818,96
"9313",411447618,7
"9314",409060818,7
"9315",411454418,13
"9316",411454418,2
"9317",411461218,13
"9318",411468018,96
"9319",413616818,-8
"9320",411481618,2
"9321",411481618,7
"9322",411488418,7
"9323",411488418,13
"9324",411488418,3
"9325",411488418,3
"9326",411495218,2
"9327",411495218,2
"9328",411508818,96
"9329",411508818,2
"9330",411515618,2
"9331",411522418,2
"9332",411529218,96
"9333",411542818,96
"9334",411549618,96
"9335",411549618,96
"9336",411556418,13
"9337",411556418,7
"9338",411570018,16
"9339",408693618,2
"9340",411590418,4
"9341",411590418,2
"9342",411604018,7
"9343",411610818,4
"9344",411617618,96
"9345",411624418,7
"9346",411624418,1
"9347",411631218,96
"9348",411631218,7
"9349",411638018,2
"9350",411638018,3
"9351",411644818,2
"9352",411644818,2
"9353",411644818,1
"9354",411644818,10
"9355",411651618,2
"9356",411651618,2
"9357",411651618,96
"9358",411658418,2
"9359",411665218,3
"9360",411665218,3
"9361",411672018,4
"9362",411678818,7
"9363",411678818,13
"9364",411685618,13
"9365",411685618,13
"9366",413623618,-8
"9367",413623618,-8
"9368",413630418,-8
"9369",413637218,15
"9370",413637218,96
"9371",413644018,-8
"9372",411692418,13
"9373",413657618,-8
"9374",411699218,2
"9375",411699218,1
"9376",411699218,13
"9377",413671218,-8
"9378",413684818,-8
"9379",413691618,-8
"9380",413698418,-8
"9381",411726418,96
"9382",411726418,96
"9383",411733218,13
"9384",411733218,13
"9385",411746818,13
"9386",411740018,96
"9387",411753618,13
"9388",411753618,1
"9389",411753618,13
"9390",411760418,13
"9391",411767218,2
"9392",411774018,96
"9393",411774018,13
"9394",411787618,13
"9395",411801218,13
"9396",411787618,96
"9397",413705218,-8
"9398",411808018,13
"9399",413705218,-8
"9400",411814818,14
"9401",411808018,13
"9402",411821618,16
"9403",411828418,1
"9404",411835218,1
"9405",411842018,10
"9406",411848818,13
"9407",411855618,13
"9408",411862418,7
"9409",411869218,1
"9410",411876018,7
"9411",411876018,7
"9412",411882818,96
"9413",411882818,96
"9414",411889618,2
"9415",411903218,13
"9416",411910018,2
"9417",411916818,96
"9418",411916818,4
"9419",411923618,13
"9420",411944018,13
"9421",411950818,13
"9422",411964418,3
"9423",411971218,1
"9424",411978018,1
"9425",411978018,1
"9426",411978698,7
"9427",411998418,1
"9428",411998418,1
"9429",412005218,1
"9430",414004418,1
"9431",412012018,96
"9432",409067618,2
"9433",412018818,13
"9434",412025618,96
"9435",412039218,96
"9436",413712018,-8
"9437",412046018,7
"9438",412046018,13
"9439",412052818,11
"9440",412046698,2
"9441",412073218,11
"9442",412086818,96
"9443",412093618,16
"9444",413718818,-8
"9445",413718818,-8
"9446",413718818,1
"9447",412100418,96
"9448",413725618,96
"9449",413732418,96
"9450",412107218,3
"9451",412107218,7
"9452",412127618,1
"9453",412127618,1
"9454",413746018,-8
"9455",413746018,-8
"9456",413752818,4
"9457",412134418,5
"9458",412141218,2
"9459",412148018,11
"9460",412148018,13
"9461",412161618,96
"9462",412168418,96
"9463",412175218,1
"9464",412175218,11
"9465",412188818,1
"9466",412195618,15
"9467",412195618,96
"9468",412202418,2
"9469",412202418,15
"9470",412202418,15
"9471",408809218,3
"9472",408809218,13
"9473",412209218,13
"9474",412209218,16
"9475",412216018,2
"9476",412216018,1
"9477",412222818,11
"9478",412229618,1
"9479",412236418,13
"9480",412236418,13
"9481",412243218,11
"9482",412250018,16
"9483",413759618,-8
"9484",413759618,-8
"9485",412263618,1
"9486",412270418,96
"9487",412270418,96
"9488",412277218,3
"9489",412277218,96
"9490",412284018,3
"9491",412284018,3
"9492",412297618,2
"9493",412297618,16
"9494",412304418,2
"9495",412304418,2
"9496",412305098,2
"9497",412311218,2
"9498",409054018,96
"9499",412318018,1
"9500",412324818,16
"9501",412331618,1
"9502",412331618,3
"9503",412338418,1
"9504",408775218,13
"9505",408775218,13
"9506",408775218,3
"9507",408775218,96
"9508",408775218,13
"9509",412352018,13
"9510",412352018,96
"9511",412352018,1
"9512",412352018,13
"9513",412358818,96
"9514",413773218,7
"9515",412365618,10
"9516",412379218,2
"9517",416561218,3
"9518",416561218,96
"9519",413780018,96
"9520",413786818,-8
"9521",413786818,96
"9522",408843218,13
"9523",413793618,-8
"9524",413793618,96
"9525",413793618,1
"9526",413793618,1
"9527",413800418,96
"9528",413800418,-8
"9529",413800418,2
"9530",412399618,7
"9531",412399618,3
"9532",412400298,7
"9533",412406418,96
"9534",412406418,96
"9535",413814018,96
"9536",413820818,-8
"9537",413820818,96
"9538",413820818,2
"9539",413820818,13
"9540",412413218,1
"9541",416568018,14
"9542",413834418,-8
"9543",412420018,5
"9544",413848018,96
"9545",413848018,-8
"9546",413848018,2
"9547",413848018,10
"9548",412447218,1
"9549",412447218,1
"9550",413861618,-8
"9551",413861618,-8
"9552",409251218,13
"9553",412467618,10
"9554",412454018,7
"9555",412454018,2
"9556",412454018,7
"9557",412454018,96
"9558",412454018,96
"9559",412481218,96
"9560",412481218,96
"9561",413868418,-8
"9562",413868418,-8
"9563",413875218,-8
"9564",413875218,-8
"9565",409407618,13
"9566",412488018,14
"9567",412488018,1
"9568",412488018,13
"9569",412488018,13
"9570",409094818,13
"9571",412501618,13
"9572",413882018,-8
"9573",413888818,-8
"9574",412508418,1
"9575",412508418,1
"9576",412522018,13
"9577",412522018,1
"9578",413902418,-8
"9579",413909218,-8
"9580",413909218,7
"9581",409584418,13
"9582",413916018,-8
"9583",412542418,96
"9584",412542418,13
"9585",413922818,-8
"9586",413929618,-8
"9587",413936418,1
"9588",413929618,7
"9589",409142418,13
"9590",412549218,96
"9591",413943218,-8
"9592",413943218,-8
"9593",413943218,11
"9594",413950018,-8
"9595",413950018,96
"9596",409169618,13
"9597",409373618,14
"9598",412562818,2
"9599",413977218,-8
"9600",413977218,-8
"9601",413997618,96
"9602",414004418,96
"9603",412610418,16
"9604",412610418,96
"9605",412617218,13
"9606",412637618,3
"9607",414011218,-8
"9608",414018018,-8
"9609",414018018,96
"9610",414024818,-8
"9611",414024818,-8
"9612",414025498,1
"9613",412644418,1
"9614",412644418,7
"9615",412644418,7
"9616",414031618,13
"9617",414045218,-8
"9618",414045218,96
"9619",414045218,15
"9620",412651218,13
"9621",414052018,1
"9622",409319218,2
"9623",412658018,13
"9624",412664818,2
"9625",412678418,96
"9626",414058818,-8
"9627",414065618,-8
"9628",414065618,-8
"9629",414072418,-8
"9630",414072418,-8
"9631",412685218,1
"9632",414079218,-8
"9633",414079218,96
"9634",409251218,7
"9635",412698818,13
"9636",412698818,1
"9637",412712418,12
"9638",412712418,96
"9639",412719218,7
"9640",412726018,1
"9641",412739618,1
"9642",412739618,5
"9643",414099618,-8
"9644",412753218,13
"9645",412753218,1
"9646",412753218,7
"9647",412753218,13
"9648",412753218,3
"9649",412760018,2
"9650",412766818,2
"9651",412780418,13
"9652",414126818,-8
"9653",414133618,1
"9654",414133618,96
"9655",414140418,2
"9656",412787218,2
"9657",412787218,1
"9658",412787218,7
"9659",412787218,13
"9660",414154018,-8
"9661",414154018,-8
"9662",412800818,1
"9663",412800818,7
"9664",414160818,-8
"9665",414160818,96
"9666",409360018,1
"9667",409890418,13
"9668",409829218,13
"9669",409849618,3
"9670",414181218,96
"9671",414181218,2
"9672",414181218,7
"9673",414188018,-8
