"","j_hidp","j_qfhigh_dv"
"19619",822507618,-8
"19620",822514418,96
"19621",822514418,3
"19622",822521218,-8
"19623",822521218,-8
"19624",822528018,96
"19625",822534818,96
"19626",822534818,96
"19627",822534818,-8
"19628",822541618,-8
"19629",822541618,96
"19630",817468818,96
"19631",820964018,12
"19632",822548418,-8
"19633",822555218,-8
"19634",822555218,-8
"19635",822562018,-8
"19636",822562018,-8
"19637",822568818,96
"19638",822568818,3
"19639",822568818,7
"19640",822568818,13
"19641",820977618,2
"19642",820977618,1
"19643",820984418,2
"19644",820984418,1
"19645",822575618,-8
"19646",822575618,-8
"19647",817502818,1
"19648",817502818,13
"19649",818060418,7
"19650",817931218,10
"19651",822589218,-8
"19652",822589218,96
"19653",822589218,96
"19654",822596018,-8
"19655",822596018,96
"19656",818067218,13
"19657",822602818,-8
"19658",822609618,96
"19659",824411618,-8
"19660",818550018,1
"19661",821011618,16
"19662",821011618,96
"19663",821018418,96
"19664",821018418,96
"19665",822623218,96
"19666",822630018,13
"19667",821025218,2
"19668",821025218,3
"19669",821032018,13
"19670",821032018,14
"19671",821038818,3
"19672",821032018,2
"19673",821045618,96
"19674",822643618,-8
"19675",822643618,-8
"19676",824513618,96
"19677",821059218,96
"19678",821066018,96
"19679",821059218,96
"19680",821072818,13
"19681",821079618,96
"19682",821093218,1
"19683",821100018,13
"19684",821100018,7
"19685",821100018,13
"19686",821113618,3
"19687",821120418,96
"19688",818618018,7
"19689",821127218,96
"19690",821127218,5
"19691",821134018,3
"19692",822650418,-8
"19693",822650418,-8
"19694",821147618,5
"19695",822657218,-8
"19696",822657218,-8
"19697",821161218,96
"19698",821161218,96
"19699",821168018,13
"19700",821174818,7
"19701",821174818,7
"19702",821181618,96
"19703",821188418,1
"19704",821188418,2
"19705",821195218,13
"19706",821202018,3
"19707",821202018,7
"19708",821208818,13
"19709",821215618,13
"19710",821215618,13
"19711",821508018,96
"19712",821222418,16
"19713",821222418,2
"19714",821222418,13
"19715",821229218,96
"19716",821229218,13
"19717",821229218,96
"19718",821229218,96
"19719",821236018,2
"19720",821242818,1
"19721",821242818,4
"19722",821256418,96
"19723",821256418,96
"19724",821263218,3
"19725",822670818,2
"19726",822677618,96
"19727",822670818,96
"19728",822684418,2
"19729",822684418,13
"19730",821276818,13
"19731",821283618,13
"19732",821290418,96
"19733",821283618,13
"19734",821297218,7
"19735",821304018,96
"19736",821317618,7
"19737",821324418,96
"19738",821324418,96
"19739",821331218,96
"19740",822691218,96
"19741",822691218,-8
"19742",821338018,96
"19743",822698018,-8
"19744",821344818,96
"19745",821344818,96
"19746",821351618,13
"19747",821358418,13
"19748",821365218,96
"19749",821365218,96
"19750",822704818,96
"19751",821392418,96
"19752",821372018,1
"19753",821372018,13
"19754",817652418,10
"19755",822711618,-8
"19756",822711618,96
"19757",822711618,-8
"19758",822718418,96
"19759",822718418,6
"19760",822718418,96
"19761",822718418,96
"19762",822732018,96
"19763",822738818,3
"19764",822738818,96
"19765",822745618,-8
"19766",822745618,-8
"19767",822752418,-8
"19768",822752418,96
"19769",818128418,3
"19770",822759218,96
"19771",822766018,96
"19772",822766018,96
"19773",822786418,-8
"19774",822800018,-8
"19775",822800018,-8
"19776",818393618,5
"19777",822806818,-8
"19778",822813618,96
"19779",822813618,2
"19780",817870018,3
"19781",822820418,96
"19782",822820418,-8
"19783",822820418,96
"19784",822827218,-8
"19785",822827218,-8
"19786",817808818,1
"19787",822840818,96
"19788",818482018,1
"19789",822847618,96
"19790",822847618,96
"19791",817944818,13
"19792",822854418,3
"19793",822854418,-8
"19794",822854418,13
"19795",822868018,-8
"19796",822868018,-8
"19797",822881618,96
"19798",822874818,-8
"19799",822874818,10
"19800",822888418,96
"19801",822888418,96
"19802",822888418,7
"19803",822888418,96
"19804",818747218,3
"19805",822895218,-8
"19806",822908818,-8
"19807",822908818,-8
"19808",822915618,96
"19809",822915618,1
"19810",822922418,-8
"19811",821610018,13
"19812",822922418,6
"19813",822929218,7
"19814",822936018,96
"19815",818692818,96
"19816",822942818,-8
"19817",818488818,3
"19818",822949618,-8
"19819",822956418,-8
"19820",822956418,-8
"19821",822976818,-8
"19822",822970018,2
"19823",821854818,1
"19824",822983618,-8
"19825",822983618,7
"19826",822983618,13
"19827",818169218,13
"19828",822997218,96
"19829",822997218,-8
"19830",819012418,13
"19831",823004018,-8
"19832",823010818,-8
"19833",823010818,-8
"19834",823017618,-8
"19835",823017618,2
"19836",823024418,96
"19837",823024418,13
"19838",819447618,96
"19839",823031218,-8
"19840",823038018,-8
"19841",823038018,-8
"19842",823051618,5
"19843",823051618,-8
"19844",823058418,-8
"19845",823065218,96
"19846",823065218,13
"19847",823072018,5
"19848",823078818,-8
"19849",823106018,96
"19850",823085618,-8
"19851",823085618,1
"19852",823085618,1
"19853",823099218,1
"19854",823112818,-8
"19855",823112818,96
"19856",823119618,-8
"19857",823126418,-8
"19858",823133218,96
"19859",818352818,2
"19860",818380018,1
"19861",823146818,-8
"19862",823153618,-8
"19863",823167218,-8
"19864",823174018,2
"19865",823180818,-8
"19866",823187618,-8
"19867",823194418,96
"19868",823201218,-8
"19869",823201218,96
"19870",818441218,3
"19871",821548818,-8
"19872",819372818,13
"19873",823208018,-8
"19874",823214818,-8
"19875",818495618,1
"19876",823242018,-8
"19877",823242018,-8
"19878",823248818,7
"19879",823242018,13
"19880",823255618,96
"19881",818516018,1
"19882",819910018,1
"19883",819291218,13
"19884",818713218,13
"19885",818733618,1
"19886",819862418,13
"19887",820039218,-8
"19888",820664818,7
"19889",821059218,96
"19890",820583218,1
"19891",820658018,2
"19892",820664818,7
"19893",820488018,1
"19894",819651618,7
"19895",819685618,16
"19896",820658018,7
"19897",820834818,13
"19898",819794418,3
"19899",822317218,14
"19900",819903218,2
"19901",821392418,13
"19902",819998418,13
"19903",819998418,13
"19904",819842018,7
"19905",822630018,2
"19906",821508018,7
"19907",820277218,6
"19908",822704818,-8
"19909",821093218,2
"19910",821113618,7
"19911",820386018,1
"19912",823378018,13
"19913",821412818,96
"19914",822487218,1
"19915",820569618,2
"19916",823820698,12
"19917",820494818,13
"19918",820644418,13
"19919",821610018,13
"19920",823616018,-8
"19921",822262818,7
"19922",820834818,13
"19923",823167218,2
"19924",823269218,3
"19925",823174018,1
"19926",823779218,-9
"19927",821460418,13
"19928",821474018,13
"19929",823099218,2
"19930",823106018,1
"19931",823133218,96
"19932",821895618,13
"19933",821691618,7
"19934",823541218,2
"19935",822623218,13
"19936",822949618,10
"19937",823004018,13
"19938",823276018,13
"19939",822942818,10
"19940",823126418,2
"19941",823303218,13
"19942",823459618,7
"19943",823262418,-8
"19944",823262418,-8
"19945",823269218,-8
"19946",823276018,96
"19947",823282818,-8
"19948",823289618,-8
"19949",823296418,-8
"19950",823303218,-8
"19951",823310018,-8
"19952",823316818,-8
"19953",823337218,-8
"19954",823344018,96
"19955",823344018,-8
"19956",823364418,96
"19957",823371218,-8
"19958",823378018,1
"19959",823384818,96
"19960",823384818,-8
"19961",823391618,-8
"19962",823398418,-8
"19963",823398418,-8
"19964",823398418,13
"19965",823398418,13
"19966",823405218,-8
"19967",823412018,96
"19968",823412018,96
"19969",823425618,-8
"19970",823432418,-8
"19971",823452818,-8
"19972",823459618,96
"19973",823466418,2
"19974",823466418,-8
"19975",823473218,-8
"19976",823473218,-8
"19977",823480018,-8
"19978",823486818,-8
"19979",823486818,-8
"19980",823486818,8
"19981",823493618,96
"19982",823493618,-8
"19983",823493618,13
"19984",824302818,96
"19985",823500418,96
"19986",823500418,-8
"19987",823507218,6
"19988",823514018,-8
"19989",823520818,-8
"19990",823527618,96
"19991",823534418,96
"19992",823534418,7
"19993",823541218,96
"19994",823548018,-8
"19995",823548018,6
"19996",823554818,-8
"19997",823554818,1
"19998",823561618,-8
"19999",823582018,-8
"20000",823582018,-8
"20001",823588818,-8
"20002",823595618,-8
"20003",823602418,-8
"20004",823602418,-8
"20005",823609218,96
"20006",823609218,96
"20007",823616018,5
"20008",823609218,15
"20009",823609218,15
"20010",823622818,-8
"20011",823629618,-8
"20012",823636418,-8
"20013",823636418,-8
"20014",823643218,-8
"20015",823650018,-8
"20016",824452418,-8
"20017",824452418,-8
"20018",823663618,-8
"20019",823663618,96
"20020",823670418,-8
"20021",823670418,-8
"20022",823684018,-8
"20023",823684018,-8
"20024",823697618,-8
"20025",823697618,96
"20026",823704418,5
"20027",823704418,-8
"20028",823704418,-8
"20029",823711218,-8
"20030",823718018,-8
"20031",823718018,96
"20032",823718018,11
"20033",823724818,-8
"20034",823731618,-8
"20035",823738418,-8
"20036",823738418,-8
"20037",823745218,-8
"20038",823745218,-8
"20039",823752018,-8
"20040",823752018,15
"20041",823752018,96
"20042",823772418,-8
"20043",823772418,-8
"20044",823779218,-8
"20045",823779218,-8
"20046",823786018,-8
"20047",823792818,96
"20048",823792818,3
"20049",823792818,2
"20050",823792818,15
"20051",823799618,96
"20052",823799618,96
"20053",823813218,-8
"20054",823820018,96
"20055",823820698,4
"20056",823820018,15
"20057",823826818,-8
"20058",823833618,-8
"20059",823847218,-8
"20060",823847218,-8
"20061",823860818,-8
"20062",823867618,96
"20063",823874418,-8
"20064",823874418,13
"20065",823881218,-8
"20066",823881218,2
"20067",823881218,13
"20068",823881218,96
"20069",823888018,-8
"20070",823894818,-8
"20071",823894818,-8
"20072",823894818,2
"20073",823894818,13
"20074",823894818,13
"20075",823922018,-8
"20076",823922018,-8
"20077",823928818,-8
"20078",823935618,-8
"20079",823949218,-8
"20080",823956018,-8
"20081",823962818,-8
"20082",823962818,16
"20083",823969618,-8
"20084",823976418,-8
"20085",823976418,-8
"20086",823996818,-8
"20087",823996818,96
"20088",824003618,-8
"20089",824003618,10
"20090",824010418,-8
"20091",824010418,-8
"20092",824017218,96
"20093",824024018,-8
"20094",824030818,-8
"20095",824030818,10
"20096",824037618,96
"20097",824044418,-8
"20098",824044418,-8
"20099",824044418,96
"20100",824045098,13
"20101",824051218,13
"20102",824051218,-8
"20103",824071618,1
"20104",824064818,2
"20105",824078418,96
"20106",824085218,-8
"20107",824092018,-8
"20108",824092018,96
"20109",824112418,-8
"20110",824119218,-8
"20111",824119218,-8
"20112",824126018,2
"20113",824132818,-8
"20114",824132818,-8
"20115",824139618,-8
"20116",824146418,96
"20117",824153218,-8
"20118",824153218,-8
"20119",824153218,13
"20120",824153218,-8
"20121",824173618,-8
"20122",824173618,-8
"20123",824180418,-8
"20124",824180418,-8
"20125",824180418,3
"20126",824200818,-8
"20127",824200818,-8
"20128",824207618,-8
"20129",824214418,-8
"20130",824214418,-8
"20131",824221218,96
"20132",824234818,-8
"20133",824234818,-8
"20134",824241618,96
"20135",824248418,-8
"20136",824248418,-8
"20137",824255218,96
"20138",824275618,-8
"20139",824275618,-8
"20140",824282418,-8
"20141",824289218,-8
"20142",824289218,13
"20143",824289218,13
"20144",824302818,-8
"20145",824302818,96
"20146",824309618,13
"20147",824309618,5
"20148",821684818,7
"20149",822324018,5
"20150",822473618,3
"20151",824513618,7
"20152",824513618,13
"20153",824513618,13
"20154",823072018,1
"20155",823119618,1
"20156",823935618,13
"20157",824037618,1
"20158",884013618,14
"20159",884013618,14
"20160",884020418,13
"20161",884020418,13
"20162",884027218,13
"20163",884034018,3
"20164",884034018,3
"20165",884040818,7
"20166",884040818,13
"20167",884040818,13
"20168",884047618,96
"20169",884054418,2
"20170",884061218,96
"20171",884061218,5
"20172",884074818,16
"20173",884074818,96
"20174",884088418,3
"20175",884088418,13
"20176",884095218,96
"20177",884095218,96
"20178",884102018,2
"20179",884108818,1
"20180",884108818,3
"20181",884115618,13
"20182",884115618,13
"20183",884122418,1
"20184",884122418,13
"20185",884129218,13
"20186",884129218,13
"20187",884136018,13
"20188",884142818,13
"20189",884149618,3
"20190",884156418,96
"20191",884156418,13
"20192",884170018,13
"20193",884170018,1
"20194",884176818,12
"20195",884183618,96
"20196",884183618,96
"20197",884204018,2
"20198",884204018,13
"20199",884204018,1
"20200",884204018,13
"20201",884210818,96
"20202",884210818,13
"20203",884210818,96
"20204",884244818,96
"20205",884244818,14
"20206",884244818,96
"20207",884258418,96
"20208",884265218,13
"20209",884265218,2
"20210",884272018,13
"20211",884292418,13
"20212",884299218,3
"20213",884312818,96
"20214",884319618,12
"20215",884326418,13
"20216",884333218,96
"20217",884340018,1
"20218",884340018,1
"20219",884346818,13
"20220",884353618,96
"20221",884353618,16
"20222",884360418,96
"20223",884360418,96
"20224",884367218,2
"20225",884367218,3
"20226",884374018,13
"20227",884380818,13
"20228",884387618,2
"20229",884394418,13
"20230",884394418,13
"20231",884401218,2
"20232",884401218,3
"20233",884408018,13
"20234",884414818,3
"20235",884414818,2
"20236",884435218,96
"20237",884448818,96
"20238",884448818,96
"20239",884455618,3
"20240",884462418,1
"20241",884462418,1
"20242",884469218,13
"20243",884476018,13
"20244",884476018,13
"20245",884489618,13
"20246",884489618,96
"20247",884503218,96
"20248",884503218,16
"20249",884523618,13
"20250",884523618,2
"20251",884530418,1
"20252",884537218,1
"20253",884544018,13
"20254",884544018,7
"20255",884544018,13
"20256",884550818,96
"20257",884557618,13
"20258",884564418,13
"20259",884571218,2
"20260",884571218,1
"20261",884578018,7
"20262",884578018,96
"20263",884584818,96
"20264",884591618,96
"20265",884598418,1
"20266",884598418,2
"20267",884598418,7
"20268",884605218,13
"20269",884605218,2
"20270",884605218,14
"20271",884612018,13
"20272",884612018,7
"20273",884612018,10
"20274",884612018,96
"20275",884618818,96
"20276",884618818,96
"20277",884625618,1
"20278",884632418,2
"20279",884115618,3
"20280",884639218,2
"20281",884639218,96
"20282",884652818,2
"20283",884652818,13
"20284",884659618,10
"20285",884659618,3
"20286",884673218,13
"20287",884680018,96
"20288",884693618,14
"20289",884693618,96
"20290",884693618,10
"20291",884700418,96
"20292",884720818,13
"20293",884720818,13
"20294",884720818,13
"20295",884720818,96
"20296",884727618,96
"20297",884727618,96
"20298",884734418,2
"20299",884748018,16
"20300",884748018,13
"20301",884754818,13
"20302",884754818,7
"20303",884761618,13
"20304",884761618,13
"20305",884761618,2
"20306",884761618,13
"20307",884768418,4
"20308",884768418,2
"20309",884775218,96
"20310",884782018,13
"20311",884782018,96
"20312",884788818,13
"20313",884788818,96
"20314",884795618,2
"20315",884795618,2
"20316",884802418,13
"20317",884802418,96
"20318",884809898,13
"20319",884816018,1
"20320",884809218,2
"20321",884829618,7
"20322",884836418,96
"20323",884836418,13
"20324",884843218,16
"20325",884850018,5
"20326",884850018,96
"20327",884856818,96
"20328",884856818,96
"20329",884863618,7
"20330",884863618,13
"20331",884870418,96
"20332",884870418,13
"20333",884877218,13
"20334",884884018,13
"20335",884897618,2
"20336",884884018,13
"20337",884890818,10
"20338",884904418,96
"20339",884904418,96
"20340",884911218,96
"20341",884918018,13
"20342",884918018,96
"20343",884924818,13
"20344",884924818,13
"20345",884931618,96
"20346",884931618,96
"20347",884938418,13
"20348",884952018,96
"20349",884952018,3
"20350",884952018,7
"20351",884952018,2
"20352",884972418,13
"20353",884972418,13
"20354",884979218,3
"20355",884972418,7
"20356",884986018,5
"20357",884986018,2
"20358",884986018,10
"20359",884999618,13
"20360",884999618,1
"20361",885006418,7
"20362",885013218,1
"20363",885013218,1
"20364",885020018,7
"20365",885026818,3
"20366",885033618,16
"20367",885033618,16
"20368",885047218,1
"20369",885040418,2
"20370",885054018,96
"20371",885054018,13
"20372",885067618,1
"20373",885067618,1
"20374",885074418,13
"20375",885074418,14
"20376",885074418,13
"20377",885081218,96
"20378",885088018,16
"20379",885094818,13
"20380",885094818,4
"20381",885101618,96
"20382",885108418,13
"20383",885108418,13
"20384",885122018,14
"20385",885122018,96
"20386",885128818,13
"20387",885135618,14
"20388",885142418,96
"20389",885149218,96
"20390",885149218,96
"20391",885156018,13
"20392",885162818,96
"20393",885176418,5
"20394",885183218,7
"20395",885190018,13
"20396",885190018,2
"20397",885196818,96
"20398",885210418,2
"20399",885210418,14
"20400",885217218,7
"20401",885224018,3
"20402",885224018,13
"20403",885230818,13
"20404",885230818,7
"20405",885237618,2
"20406",885251218,13
"20407",885258018,13
"20408",885264818,1
"20409",885278418,1
"20410",885278418,1
"20411",885285218,13
"20412",885292018,13
"20413",885292018,1
"20414",885298818,3
"20415",885305618,96
"20416",885305618,13
"20417",885312418,15
"20418",885326018,2
"20419",885326018,2
"20420",885339618,2
"20421",885353218,96
"20422",885353218,7
"20423",885360018,1
"20424",885360018,96
"20425",885387218,1
"20426",885387218,3
"20427",885394018,13
"20428",885407618,7
"20429",885407618,7
"20430",885414418,13
"20431",885414418,13
"20432",885421218,7
"20433",885421218,4
"20434",885428018,2
"20435",885434818,96
"20436",885434818,96
"20437",885441618,7
"20438",885455218,2
"20439",885455218,1
"20440",885468818,1
"20441",885468818,2
"20442",885482418,13
"20443",884319618,13
"20444",885502818,96
"20445",885502818,96
"20446",885509618,96
"20447",885516418,14
"20448",885523218,96
"20449",885530018,96
"20450",885543618,2
"20451",885543618,13
"20452",885557218,15
"20453",885557218,13
"20454",885557218,13
"20455",885564018,96
"20456",884326418,3
"20457",885591218,13
"20458",885598018,96
"20459",885598018,13
"20460",885604818,1
"20461",885611618,4
"20462",885611618,13
"20463",885618418,13
"20464",885618418,13
"20465",884374018,96
"20466",885625218,3
"20467",885625218,13
"20468",885632018,96
"20469",885638818,2
"20470",885638818,2
"20471",885645618,1
"20472",885645618,2
"20473",885645618,2
"20474",885645618,13
"20475",885652418,1
"20476",885652418,96
"20477",884503218,-8
"20478",885659218,2
"20479",885659218,4
"20480",885666018,7
"20481",885666018,5
"20482",885673498,10
"20483",885679618,10
"20484",885686418,1
"20485",885686418,1
"20486",885693218,3
"20487",885693218,96
"20488",885700018,14
"20489",885706818,13
"20490",885706818,10
"20491",884387618,16
"20492",884387618,96
"20493",885720418,1
"20494",885727218,7
"20495",885734018,13
"20496",885734018,7
"20497",885740818,13
"20498",885740818,2
"20499",885747618,1
"20500",885747618,1
"20501",885754418,13
"20502",885761218,13
"20503",885761218,96
"20504",885768018,7
"20505",885781618,96
"20506",885781618,96
"20507",885788418,96
"20508",885788418,96
"20509",885788418,7
"20510",885802018,96
"20511",885808818,7
"20512",885815618,7
"20513",885829218,7
"20514",885829218,13
"20515",885829218,3
"20516",885836018,13
"20517",885836018,3
"20518",885836018,96
"20519",885849618,5
"20520",885856418,96
"20521",885856418,1
"20522",885863218,2
"20523",885883618,14
"20524",885883618,96
"20525",885890418,14
"20526",885897218,13
"20527",885890418,13
"20528",885910818,3
"20529",885917618,3
"20530",885924418,2
"20531",885931218,14
"20532",885931218,13
"20533",885938018,13
"20534",885944818,1
"20535",885951618,2
"20536",885951618,13
"20537",885958418,7
"20538",885965218,1
"20539",885965218,7
"20540",885972018,96
"20541",885978818,4
"20542",885985618,5
"20543",885992418,1
"20544",885992418,3
"20545",885999218,2
"20546",885999218,2
"20547",885999218,13
"20548",886006018,1
"20549",886006018,1
"20550",886012818,2
"20551",886019618,7
"20552",886019618,1
"20553",886026418,2
"20554",886026418,13
"20555",886033218,1
"20556",886033218,2
"20557",886040018,1
"20558",886040018,1
"20559",884537218,7
"20560",884401218,7
"20561",886046818,2
"20562",886046818,5
"20563",886053618,10
"20564",886060418,14
"20565",886060418,96
"20566",886067218,7
"20567",886074018,13
"20568",886087618,4
"20569",886101218,2
"20570",886101218,13
"20571",886108018,2
"20572",886108018,2
"20573",886108018,13
"20574",886108018,-9
"20575",886114818,2
"20576",886114818,13
"20577",886114818,13
"20578",886121618,3
"20579",886114818,13
"20580",886135218,13
"20581",886135218,10
"20582",886142018,96
"20583",886142018,2
"20584",886148818,3
"20585",886148818,1
"20586",886155618,13
"20587",886155618,13
"20588",886162418,2
"20589",886162418,13
"20590",886162418,96
"20591",886169218,4
"20592",886169218,7
"20593",886176018,96
"20594",886176018,13
"20595",886189618,2
"20596",886189618,96
"20597",886189618,6
"20598",886196418,13
"20599",886196418,7
"20600",886203218,3
"20601",886203218,7
"20602",886210018,13
"20603",886210018,13
"20604",884591618,5
"20605",884591618,7
"20606",886216818,13
"20607",886223618,96
"20608",886223618,13
"20609",886223618,13
"20610",886230418,13
"20611",886230418,13
"20612",886237218,2
"20613",886244018,14
"20614",886250818,2
"20615",886250818,2
"20616",886257618,96
"20617",886278018,13
"20618",886278018,13
"20619",886284818,13
"20620",886291618,2
"20621",886291618,96
"20622",886298418,1
"20623",886305218,13
"20624",886312018,2
"20625",886312018,2
"20626",886318818,7
"20627",886318818,13
"20628",886332418,96
"20629",886339218,13
"20630",886339218,14
"20631",886352818,13
"20632",886352818,10
"20633",886359618,3
"20634",886359618,2
"20635",886366418,96
"20636",886366418,13
"20637",886373218,7
"20638",886373218,13
"20639",886380018,13
"20640",886380018,13
"20641",886400418,13
"20642",884727618,13
"20643",886407218,13
"20644",886414018,14
"20645",886420818,7
"20646",886414018,2
"20647",886427618,3
"20648",886427618,7
"20649",886434418,1
"20650",886441218,96
"20651",886441218,13
"20652",886448018,13
"20653",886454818,3
"20654",886475218,2
"20655",886475218,5
"20656",886482018,13
"20657",886482018,6
"20658",886482018,13
"20659",886488818,13
"20660",886488818,7
"20661",886495618,2
"20662",886516018,2
"20663",886516018,2
"20664",886522818,13
"20665",886522818,2
"20666",886529618,4
"20667",886529618,2
"20668",886536418,7
"20669",886536418,96
"20670",886543218,96
"20671",886543218,13
"20672",886550018,96
"20673",886556818,1
"20674",886563618,14
"20675",886563618,14
"20676",886563618,13
"20677",886563618,3
"20678",886563618,96
"20679",886570418,1
"20680",886577218,2
"20681",886577218,2
"20682",886577218,13
"20683",886584018,2
"20684",886584018,3
"20685",886590818,2
"20686",886590818,2
"20687",886604418,2
"20688",886604418,13
"20689",886611218,3
"20690",886611218,2
"20691",886618018,96
"20692",884625618,1
"20693",886624818,3
"20694",886624818,13
"20695",886631618,2
"20696",886638418,1
"20697",890052018,4
"20698",886645218,96
"20699",886658818,1
"20700",886652018,1
"20701",890058818,4
"20702",886665618,2
"20703",886672418,2
"20704",886679218,2
"20705",886686018,1
"20706",886713218,1
"20707",886720018,1
"20708",886726818,13
"20709",886733618,2
"20710",886740418,7
"20711",886740418,2
"20712",886747218,2
"20713",886760818,1
"20714",884632418,1
"20715",886774418,13
"20716",886774418,96
"20717",890065618,2
"20718",886788018,96
"20719",886788018,13
"20720",886788018,13
"20721",886794818,3
"20722",886795498,1
"20723",886801618,13
"20724",886801618,13
"20725",886808418,1
"20726",886808418,2
"20727",886815218,13
"20728",886822018,2
"20729",886828818,13
"20730",886828818,96
"20731",886835618,2
"20732",886835618,96
"20733",886835618,13
"20734",884890818,2
"20735",886842418,2
"20736",886842418,96
"20737",886849218,1
"20738",886849218,2
"20739",886856018,1
"20740",886856018,2
"20741",890072418,1
"20742",886869618,13
"20743",886890018,96
"20744",886890018,96
"20745",886896818,3
"20746",886910418,96
"20747",886910418,96
"20748",886917218,13
"20749",886930818,3
"20750",886930818,1
"20751",886937618,7
"20752",886951218,5
"20753",886951218,3
"20754",886958018,1
"20755",886964818,2
"20756",886971618,2
"20757",886971618,2
"20758",886978418,96
"20759",886978418,13
"20760",886998818,7
"20761",887005618,96
"20762",887012418,7
"20763",887012418,13
"20764",887019218,96
"20765",887026018,7
"20766",887032818,96
"20767",887032818,96
"20768",887039618,13
"20769",887046418,3
"20770",887053218,96
"20771",887053218,2
"20772",887053218,13
"20773",887060018,96
"20774",887066818,7
"20775",887073618,1
"20776",887080418,10
"20777",887087218,2
"20778",887087218,13
"20779",887094018,13
"20780",887094018,2
"20781",887100818,1
"20782",887100818,10
"20783",887114418,2
"20784",887121218,2
"20785",887141618,2
"20786",887141618,1
"20787",887155218,2
"20788",887155218,2
"20789",887155218,7
"20790",887175618,3
"20791",887189218,1
"20792",887196018,2
"20793",887196018,2
"20794",887202818,14
"20795",887202818,3
"20796",887202818,13
"20797",887209618,96
"20798",887209618,96
"20799",887216418,16
"20800",887223218,96
"20801",887230018,1
"20802",887236818,2
"20803",887236818,1
"20804",887257218,2
"20805",887264018,3
"20806",887270818,2
"20807",887270818,2
"20808",887277618,2
"20809",887284418,2
"20810",887284418,4
"20811",887291218,3
"20812",887291218,13
"20813",887298018,2
"20814",887298018,2
"20815",887304818,5
"20816",887311618,2
"20817",887311618,5
"20818",887311618,7
"20819",887318418,7
"20820",887318418,7
"20821",887325218,96
"20822",887332018,3
"20823",887338818,1
"20824",887345618,1
"20825",887345618,2
"20826",887352418,3
"20827",887352418,13
"20828",887352418,96
"20829",887366018,2
"20830",887372818,2
"20831",887372818,2
"20832",887386418,2
"20833",887386418,1
"20834",887393218,2
"20835",887400018,2
"20836",887406818,3
"20837",887413618,1
"20838",887413618,1
"20839",887420418,13
"20840",887420418,13
"20841",887427218,1
"20842",887427218,6
"20843",887440818,2
"20844",887440818,13
"20845",887440818,10
"20846",887447618,13
"20847",887454418,3
"20848",887454418,3
"20849",887461898,7
"20850",887474818,5
"20851",887481618,1
"20852",887488418,13
"20853",887495218,2
"20854",887495218,2
"20855",887515618,96
"20856",887522418,14
"20857",887522418,1
"20858",887522418,7
"20859",887522418,13
"20860",887529218,3
"20861",887549618,16
"20862",887556418,96
"20863",887556418,96
"20864",887563218,96
"20865",887563218,96
"20866",887576818,96
"20867",887576818,96
"20868",887583618,13
"20869",887590418,7
"20870",887590418,3
"20871",887604018,7
"20872",887610818,13
"20873",887610818,2
"20874",887610818,13
"20875",887644818,96
"20876",887651618,5
"20877",887651618,1
"20878",887658418,13
"20879",887665218,13
"20880",887665218,96
"20881",887672018,2
"20882",887678818,96
"20883",887678818,96
"20884",887685618,1
"20885",887692418,13
"20886",887699218,13
"20887",887706018,1
"20888",887712818,96
"20889",887719618,96
"20890",887719618,11
"20891",887726418,96
"20892",887733218,15
"20893",887740018,1
"20894",887740018,1
"20895",887746818,15
"20896",887746818,11
"20897",887753618,2
"20898",887753618,13
"20899",887760418,2
"20900",887760418,2
"20901",887767218,13
"20902",887774018,1
"20903",887774018,11
"20904",887794418,11
"20905",887787618,11
"20906",887808018,96
"20907",887808018,96
"20908",887814818,96
"20909",887828418,96
"20910",887835218,2
"20911",887835218,1
"20912",887842018,96
"20913",887848818,2
"20914",887855618,16
"20915",890079218,11
"20916",890079218,11
"20917",887862418,11
"20918",887862418,96
"20919",887869218,1
"20920",887876018,15
"20921",887882818,11
"20922",887889618,96
"20923",887903218,11
"20924",887910018,96
"20925",887916818,96
"20926",887923618,11
"20927",887923618,7
"20928",887944018,7
"20929",887950818,2
"20930",887971218,2
"20931",887998418,2
"20932",887978018,1
"20933",887984818,11
"20934",887991618,11
"20935",887978018,11
"20936",888005218,5
"20937",888005218,2
"20938",888012018,2
"20939",888012018,7
"20940",888012018,11
"20941",888018818,1
"20942",888018818,1
"20943",888025618,2
"20944",888025618,11
"20945",888039218,1
"20946",888046018,1
"20947",888052818,3
"20948",888052818,3
"20949",888059618,13
"20950",888066418,13
"20951",888073218,13
"20952",888073218,2
"20953",888080018,96
"20954",888080018,14
"20955",885258018,7
"20956",888107218,15
"20957",888107218,2
"20958",888107218,7
"20959",888107218,13
"20960",888114018,96
"20961",885312418,13
"20962",885156018,1
"20963",884938418,13
"20964",888127618,2
"20965",888141218,2
"20966",888134418,2
"20967",888148018,16
"20968",885128818,13
"20969",885285218,1
"20970",885366818,2
"20971",888154818,1
"20972",888168418,13
"20973",888182018,1
"20974",888168418,1
"20975",888209218,1
"20976",888209218,2
"20977",888222818,16
"20978",888222818,2
"20979",888222818,13
"20980",888229618,13
"20981",888229618,1
"20982",888229618,7
"20983",888229618,13
"20984",888243218,4
"20985",888250018,3
"20986",888250018,2
"20987",888256818,7
"20988",888256818,1
"20989",888263618,14
"20990",888270418,2
"20991",888277218,14
"20992",888284018,13
"20993",885346418,7
"20994",885264818,13
"20995",888324818,5
